,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"c_z[Africa, 2021-05]",1.353,0.74,0.138,2.556,0.006,0.005,14890.0,6980.0,1.0
"c_z[Africa, 2021-06]",1.436,0.819,0.07,2.771,0.007,0.006,14125.0,6009.0,1.0
"c_z[Africa, 2021-07]",1.446,0.891,-0.041,2.873,0.007,0.006,14542.0,6098.0,1.0
"c_z[Africa, 2021-08]",1.336,0.908,-0.186,2.796,0.008,0.007,12515.0,6454.0,1.0
"c_z[Africa, 2021-09]",1.288,0.915,-0.163,2.857,0.008,0.007,14006.0,6061.0,1.0
"c_z[Africa, 2021-10]",0.971,0.933,-0.561,2.483,0.008,0.008,13242.0,6246.0,1.0
"c_z[Africa, 2021-11]",0.654,0.937,-0.937,2.123,0.008,0.009,14165.0,5670.0,1.0
"c_z[Africa, 2021-12]",0.292,0.949,-1.335,1.774,0.007,0.011,16545.0,6160.0,1.0
"c_z[Africa, 2022-01]",-0.143,0.866,-1.507,1.316,0.006,0.011,18826.0,6112.0,1.0
"c_z[Africa, 2022-02]",-0.236,0.888,-1.759,1.153,0.007,0.011,17651.0,5956.0,1.0
"c_z[Africa, 2022-03]",-0.043,0.998,-1.661,1.613,0.007,0.014,19539.0,4823.0,1.0
"c_z[Africa, 2022-04]",-0.051,0.987,-1.648,1.569,0.007,0.014,18331.0,5098.0,1.0
"c_z[Africa, 2022-05]",-0.007,1.005,-1.606,1.699,0.008,0.013,17155.0,5156.0,1.0
"c_z[Africa, 2022-06]",-0.019,0.996,-1.63,1.659,0.007,0.013,19176.0,5404.0,1.0
"c_z[Africa, 2022-07]",-0.344,0.958,-1.902,1.243,0.007,0.011,17352.0,5964.0,1.0
"c_z[Africa, 2022-08]",-0.431,0.937,-1.987,1.064,0.008,0.011,15525.0,5723.0,1.0
"c_z[Africa, 2022-09]",-0.254,0.98,-1.936,1.318,0.007,0.012,18612.0,5546.0,1.0
"c_z[Africa, 2022-10]",-0.334,0.973,-1.93,1.237,0.007,0.011,17799.0,5929.0,1.0
"c_z[Africa, 2022-11]",-0.224,0.974,-1.882,1.329,0.007,0.012,17343.0,5168.0,1.0
"c_z[Africa, 2022-12]",-0.642,0.884,-2.094,0.82,0.007,0.009,17043.0,5172.0,1.0
"c_z[Africa, 2023-01]",-0.534,0.928,-2.069,0.969,0.007,0.01,16950.0,4994.0,1.0
"c_z[Africa, 2023-02]",-0.268,1.0,-1.919,1.367,0.007,0.013,18746.0,5257.0,1.0
"c_z[Africa, 2023-03]",-0.568,0.897,-2.07,0.864,0.007,0.01,18290.0,5262.0,1.0
"c_z[Africa, 2023-04]",-0.21,0.916,-1.714,1.3,0.007,0.012,16958.0,5768.0,1.0
"c_z[Africa, 2023-05]",0.022,0.909,-1.48,1.496,0.006,0.012,19924.0,5099.0,1.0
"c_z[Africa, 2023-06]",0.311,0.882,-1.171,1.702,0.007,0.011,18042.0,5649.0,1.0
"c_z[Africa, 2023-07]",0.374,0.807,-0.929,1.704,0.006,0.008,16218.0,6164.0,1.0
"c_z[Africa, 2023-08]",0.537,0.796,-0.807,1.79,0.007,0.008,14698.0,6102.0,1.0
"c_z[Africa, 2023-09]",0.619,0.868,-0.806,2.041,0.007,0.008,15733.0,6252.0,1.0
"c_z[Africa, 2023-10]",0.813,0.826,-0.538,2.178,0.007,0.007,14238.0,6681.0,1.0
"c_z[Africa, 2023-11]",0.946,0.884,-0.496,2.414,0.007,0.007,16414.0,5992.0,1.0
"c_z[Africa, 2023-12]",1.14,0.833,-0.266,2.477,0.007,0.007,13057.0,6014.0,1.0
"c_z[Japan/Korea, 2017-01]",0.431,0.93,-1.121,1.937,0.007,0.011,18294.0,5720.0,1.0
"c_z[Japan/Korea, 2017-02]",0.17,0.989,-1.489,1.761,0.007,0.013,20324.0,5457.0,1.0
"c_z[Japan/Korea, 2017-03]",-0.1,0.911,-1.61,1.38,0.007,0.012,18224.0,5693.0,1.0
"c_z[Japan/Korea, 2017-04]",-0.156,0.939,-1.716,1.366,0.007,0.013,19220.0,5749.0,1.0
"c_z[Japan/Korea, 2017-05]",-0.26,0.895,-1.707,1.221,0.007,0.011,17753.0,5182.0,1.0
"c_z[Japan/Korea, 2017-06]",-0.071,0.92,-1.517,1.465,0.007,0.012,18425.0,5841.0,1.0
"c_z[Japan/Korea, 2017-07]",-0.047,0.859,-1.501,1.313,0.007,0.011,16240.0,5806.0,1.0
"c_z[Japan/Korea, 2017-08]",-0.039,0.8,-1.383,1.252,0.006,0.011,18086.0,5550.0,1.0
"c_z[Japan/Korea, 2017-09]",0.073,0.881,-1.359,1.522,0.007,0.012,17844.0,5799.0,1.0
"c_z[Japan/Korea, 2017-10]",0.081,0.863,-1.31,1.53,0.007,0.011,15496.0,5962.0,1.0
"c_z[Japan/Korea, 2017-11]",0.199,0.934,-1.283,1.742,0.007,0.012,17392.0,5799.0,1.0
"c_z[Japan/Korea, 2017-12]",0.283,0.903,-1.217,1.742,0.006,0.01,19382.0,5998.0,1.0
"c_z[Japan/Korea, 2018-01]",0.307,0.887,-1.099,1.785,0.007,0.011,17330.0,6104.0,1.0
"c_z[Japan/Korea, 2018-02]",0.278,0.923,-1.206,1.812,0.007,0.013,16829.0,5392.0,1.0
"c_z[Japan/Korea, 2018-03]",0.257,0.894,-1.191,1.768,0.007,0.011,17541.0,5649.0,1.0
"c_z[Japan/Korea, 2018-04]",0.275,0.904,-1.152,1.821,0.007,0.011,17172.0,6002.0,1.0
"c_z[Japan/Korea, 2018-05]",0.333,0.861,-1.063,1.757,0.007,0.01,16843.0,5353.0,1.0
"c_z[Japan/Korea, 2018-06]",0.452,0.882,-0.997,1.919,0.007,0.01,16208.0,5690.0,1.0
"c_z[Japan/Korea, 2018-07]",0.543,0.847,-0.795,1.971,0.007,0.008,14691.0,6059.0,1.0
"c_z[Japan/Korea, 2018-08]",0.276,0.801,-1.018,1.615,0.006,0.009,16166.0,6293.0,1.0
"c_z[Japan/Korea, 2018-09]",0.181,0.879,-1.185,1.72,0.007,0.011,17966.0,5813.0,1.0
"c_z[Japan/Korea, 2018-10]",0.026,0.849,-1.302,1.475,0.007,0.011,15618.0,5501.0,1.0
"c_z[Japan/Korea, 2018-11]",0.158,0.891,-1.305,1.593,0.007,0.011,18388.0,5835.0,1.0
"c_z[Japan/Korea, 2018-12]",0.026,0.852,-1.319,1.449,0.006,0.011,18787.0,6211.0,1.0
"c_z[Japan/Korea, 2019-01]",-0.074,0.844,-1.507,1.244,0.006,0.01,17815.0,5575.0,1.0
"c_z[Japan/Korea, 2019-02]",-0.062,0.911,-1.479,1.491,0.007,0.012,17274.0,5532.0,1.0
"c_z[Japan/Korea, 2019-03]",-0.156,0.826,-1.488,1.188,0.006,0.01,16577.0,5823.0,1.0
"c_z[Japan/Korea, 2019-04]",-0.062,0.852,-1.403,1.406,0.007,0.012,15726.0,5526.0,1.0
"c_z[Japan/Korea, 2019-05]",-0.239,0.803,-1.523,1.1,0.006,0.01,16794.0,5099.0,1.0
"c_z[Japan/Korea, 2019-06]",-0.182,0.822,-1.549,1.142,0.006,0.011,17361.0,5647.0,1.0
"c_z[Japan/Korea, 2019-07]",-0.431,0.808,-1.743,0.898,0.006,0.009,18839.0,5778.0,1.0
"c_z[Japan/Korea, 2019-08]",-0.398,0.77,-1.611,0.932,0.005,0.009,19671.0,4994.0,1.0
"c_z[Japan/Korea, 2019-09]",-0.305,0.851,-1.793,1.021,0.007,0.01,16331.0,5480.0,1.0
"c_z[Japan/Korea, 2019-10]",-0.294,0.818,-1.655,1.071,0.006,0.01,17318.0,5223.0,1.0
"c_z[Japan/Korea, 2019-11]",-0.31,0.852,-1.724,1.085,0.007,0.01,17180.0,5464.0,1.0
"c_z[Japan/Korea, 2019-12]",-0.421,0.806,-1.781,0.896,0.006,0.009,16772.0,5713.0,1.0
"c_z[Japan/Korea, 2020-01]",-0.501,0.806,-1.897,0.758,0.006,0.009,16478.0,4811.0,1.0
"c_z[Japan/Korea, 2020-02]",-0.124,0.948,-1.693,1.419,0.007,0.012,17406.0,5466.0,1.0
"c_z[Japan/Korea, 2020-03]",-0.217,0.891,-1.659,1.251,0.006,0.011,18762.0,5726.0,1.0
"c_z[Japan/Korea, 2020-04]",-0.716,0.638,-1.757,0.331,0.005,0.006,15636.0,5163.0,1.0
"c_z[Japan/Korea, 2020-05]",-0.646,0.662,-1.765,0.386,0.005,0.006,15677.0,6252.0,1.0
"c_z[Japan/Korea, 2020-06]",-0.619,0.651,-1.708,0.417,0.005,0.006,16989.0,4796.0,1.0
"c_z[Japan/Korea, 2020-07]",-0.39,0.764,-1.673,0.822,0.006,0.008,17726.0,5700.0,1.0
"c_z[Japan/Korea, 2020-08]",-0.288,0.847,-1.656,1.083,0.006,0.011,19304.0,4971.0,1.0
"c_z[Japan/Korea, 2020-09]",-0.392,0.746,-1.597,0.864,0.006,0.008,17067.0,5883.0,1.0
"c_z[Japan/Korea, 2020-10]",-0.345,0.808,-1.668,0.98,0.006,0.01,17405.0,5674.0,1.0
"c_z[Japan/Korea, 2020-11]",-0.405,0.823,-1.726,0.966,0.006,0.01,17001.0,5285.0,1.0
"c_z[Japan/Korea, 2020-12]",-0.518,0.774,-1.729,0.81,0.006,0.008,18939.0,5305.0,1.0
"c_z[Japan/Korea, 2021-01]",-0.643,0.643,-1.782,0.343,0.005,0.005,20268.0,5698.0,1.0
"c_z[Japan/Korea, 2021-02]",-0.624,0.669,-1.694,0.471,0.005,0.006,18284.0,5663.0,1.0
"c_z[Japan/Korea, 2021-03]",-0.483,0.733,-1.736,0.671,0.006,0.008,16872.0,5631.0,1.0
"c_z[Japan/Korea, 2021-04]",-0.59,0.74,-1.802,0.632,0.005,0.007,18623.0,5669.0,1.0
"c_z[Japan/Korea, 2021-05]",-0.67,0.726,-1.875,0.505,0.006,0.007,17157.0,5332.0,1.0
"c_z[Japan/Korea, 2021-06]",-0.768,0.692,-1.906,0.365,0.005,0.006,16391.0,5557.0,1.0
"c_z[Japan/Korea, 2021-07]",-0.701,0.793,-2.012,0.613,0.006,0.007,18688.0,5800.0,1.0
"c_z[Japan/Korea, 2021-08]",-0.813,0.749,-2.092,0.365,0.006,0.006,18077.0,5872.0,1.0
"c_z[Japan/Korea, 2021-09]",-0.891,0.743,-2.13,0.295,0.006,0.006,17858.0,5810.0,1.0
"c_z[Japan/Korea, 2021-10]",-0.747,0.811,-2.146,0.55,0.006,0.007,18212.0,5679.0,1.0
"c_z[Japan/Korea, 2021-11]",-0.662,0.855,-2.11,0.695,0.006,0.008,18252.0,5140.0,1.0
"c_z[Japan/Korea, 2021-12]",-0.57,0.903,-2.042,0.919,0.007,0.009,18873.0,5629.0,1.0
"c_z[Japan/Korea, 2022-01]",-0.868,0.8,-2.113,0.511,0.006,0.007,17976.0,5929.0,1.0
"c_z[Japan/Korea, 2022-02]",-1.064,0.699,-2.192,0.099,0.005,0.005,18871.0,4898.0,1.0
"c_z[Japan/Korea, 2022-03]",-0.837,0.809,-2.075,0.579,0.006,0.007,17770.0,5701.0,1.0
"c_z[Japan/Korea, 2022-04]",-0.778,0.827,-2.128,0.56,0.007,0.007,14618.0,6042.0,1.0
"c_z[Japan/Korea, 2022-05]",-0.524,0.942,-2.016,1.073,0.007,0.011,17560.0,5438.0,1.0
"c_z[Japan/Korea, 2022-06]",-0.528,0.933,-2.133,0.904,0.007,0.01,18163.0,5582.0,1.0
"c_z[Japan/Korea, 2022-07]",-0.178,0.988,-1.803,1.423,0.008,0.013,15975.0,5219.0,1.0
"c_z[Japan/Korea, 2022-08]",-0.045,1.004,-1.692,1.598,0.007,0.014,20648.0,5012.0,1.0
"c_z[Japan/Korea, 2022-09]",-0.267,0.96,-1.811,1.353,0.007,0.011,17266.0,5914.0,1.0
"c_z[Japan/Korea, 2022-10]",-0.024,0.99,-1.537,1.711,0.007,0.012,20271.0,6306.0,1.0
"c_z[Japan/Korea, 2022-11]",-0.02,1.01,-1.691,1.612,0.008,0.013,15557.0,5918.0,1.0
"c_z[Japan/Korea, 2022-12]",-0.014,0.988,-1.533,1.658,0.007,0.014,19780.0,5451.0,1.0
"c_z[Japan/Korea, 2023-01]",-0.012,0.985,-1.645,1.563,0.008,0.013,16902.0,5649.0,1.0
"c_z[Japan/Korea, 2023-02]",0.025,0.972,-1.591,1.644,0.007,0.013,21615.0,5346.0,1.0
"c_z[Japan/Korea, 2023-03]",0.071,0.928,-1.458,1.566,0.007,0.012,19083.0,6080.0,1.0
"c_z[Japan/Korea, 2023-04]",0.102,0.951,-1.507,1.617,0.007,0.011,18458.0,6296.0,1.0
"c_z[Japan/Korea, 2023-05]",0.098,0.934,-1.461,1.613,0.007,0.013,16529.0,5149.0,1.0
"c_z[Japan/Korea, 2023-06]",0.129,0.928,-1.361,1.645,0.008,0.012,14928.0,5857.0,1.0
"c_z[Japan/Korea, 2023-07]",0.137,0.88,-1.265,1.598,0.007,0.01,16373.0,6261.0,1.0
"c_z[Japan/Korea, 2023-08]",0.325,0.811,-0.938,1.711,0.006,0.009,16056.0,5840.0,1.0
"c_z[Japan/Korea, 2023-09]",0.637,0.913,-0.834,2.124,0.007,0.008,16034.0,5517.0,1.0
"c_z[Japan/Korea, 2023-10]",0.915,0.846,-0.486,2.279,0.007,0.007,13443.0,6161.0,1.0
"c_z[Japan/Korea, 2023-11]",0.893,0.901,-0.591,2.364,0.008,0.007,14056.0,6246.0,1.0
"c_z[Japan/Korea, 2023-12]",0.864,0.899,-0.633,2.329,0.007,0.008,14935.0,5728.0,1.0
"c_z[North America, 2017-01]",0.035,0.998,-1.602,1.673,0.007,0.012,18510.0,5999.0,1.0
"c_z[North America, 2017-02]",-0.067,1.008,-1.811,1.52,0.007,0.013,19639.0,5612.0,1.0
"c_z[North America, 2017-03]",0.05,0.954,-1.493,1.623,0.007,0.013,20049.0,5071.0,1.0
"c_z[North America, 2017-04]",-0.032,0.953,-1.626,1.529,0.007,0.012,18421.0,6195.0,1.0
"c_z[North America, 2017-05]",-0.081,0.931,-1.568,1.495,0.007,0.013,17597.0,5374.0,1.0
"c_z[North America, 2017-06]",-0.082,0.907,-1.643,1.323,0.007,0.012,18716.0,6309.0,1.0
"c_z[North America, 2017-07]",-0.097,0.881,-1.568,1.312,0.007,0.011,18125.0,5754.0,1.0
"c_z[North America, 2017-08]",-0.087,0.91,-1.602,1.361,0.007,0.013,18262.0,5063.0,1.0
"c_z[North America, 2017-09]",0.027,0.977,-1.618,1.581,0.007,0.013,17723.0,5412.0,1.0
"c_z[North America, 2017-10]",-0.046,0.954,-1.691,1.468,0.007,0.013,18245.0,5492.0,1.0
"c_z[North America, 2017-11]",-0.042,0.961,-1.612,1.568,0.007,0.013,16984.0,5595.0,1.0
"c_z[North America, 2017-12]",-0.103,0.955,-1.574,1.588,0.007,0.013,17819.0,5474.0,1.0
"c_z[North America, 2018-01]",-0.057,0.974,-1.691,1.498,0.007,0.012,20098.0,4899.0,1.0
"c_z[North America, 2018-02]",-0.054,1.007,-1.671,1.635,0.007,0.013,18840.0,5414.0,1.0
"c_z[North America, 2018-03]",-0.532,0.882,-1.92,0.969,0.006,0.009,18847.0,5460.0,1.0
"c_z[North America, 2018-04]",-0.386,0.921,-1.925,1.089,0.007,0.01,18426.0,6026.0,1.0
"c_z[North America, 2018-05]",-0.398,0.876,-1.816,1.053,0.006,0.01,20083.0,5769.0,1.0
"c_z[North America, 2018-06]",-0.356,0.856,-1.717,1.091,0.006,0.01,20870.0,5710.0,1.0
"c_z[North America, 2018-07]",-0.518,0.796,-1.874,0.731,0.006,0.008,19604.0,5730.0,1.0
"c_z[North America, 2018-08]",-0.434,0.862,-1.924,0.938,0.006,0.01,18585.0,4846.0,1.0
"c_z[North America, 2018-09]",-0.144,0.937,-1.713,1.384,0.007,0.012,18533.0,5816.0,1.0
"c_z[North America, 2018-10]",-0.312,0.884,-1.699,1.233,0.007,0.01,17692.0,6251.0,1.0
"c_z[North America, 2018-11]",-0.481,0.919,-1.998,0.986,0.007,0.011,18383.0,5133.0,1.0
"c_z[North America, 2018-12]",-0.681,0.945,-2.203,0.898,0.007,0.009,16216.0,5542.0,1.0
"c_z[North America, 2019-01]",-0.506,0.953,-2.066,1.06,0.007,0.011,18597.0,5269.0,1.0
"c_z[North America, 2019-02]",-0.301,0.989,-1.896,1.371,0.007,0.013,20735.0,6230.0,1.0
"c_z[North America, 2019-03]",-1.132,0.869,-2.62,0.247,0.006,0.006,18276.0,5694.0,1.0
"c_z[North America, 2019-04]",-0.78,0.899,-2.156,0.773,0.007,0.008,16828.0,6063.0,1.0
"c_z[North America, 2019-05]",-0.62,0.846,-2.064,0.734,0.006,0.008,17582.0,5190.0,1.0
"c_z[North America, 2019-06]",-0.426,0.838,-1.794,0.961,0.006,0.01,18011.0,5207.0,1.0
"c_z[North America, 2019-07]",-0.299,0.789,-1.661,0.971,0.006,0.009,17668.0,5867.0,1.0
"c_z[North America, 2019-08]",-0.153,0.806,-1.405,1.232,0.006,0.011,17044.0,5761.0,1.0
"c_z[North America, 2019-09]",0.017,0.93,-1.601,1.457,0.007,0.013,17489.0,5170.0,1.0
"c_z[North America, 2019-10]",-0.142,0.863,-1.601,1.234,0.007,0.011,17197.0,5180.0,1.0
"c_z[North America, 2019-11]",-0.126,0.905,-1.587,1.397,0.006,0.012,21033.0,5468.0,1.0
"c_z[North America, 2019-12]",-0.375,0.854,-1.754,1.061,0.006,0.01,20303.0,5626.0,1.0
"c_z[North America, 2020-01]",-0.341,0.953,-1.958,1.198,0.007,0.011,16413.0,5513.0,1.0
"c_z[North America, 2020-02]",-0.423,0.951,-1.981,1.135,0.007,0.013,19333.0,5260.0,1.0
"c_z[North America, 2020-03]",0.07,0.948,-1.456,1.651,0.007,0.012,17646.0,5970.0,1.0
"c_z[North America, 2020-04]",-0.791,0.522,-1.665,0.048,0.004,0.004,16028.0,5972.0,1.0
"c_z[North America, 2020-05]",-0.765,0.556,-1.701,0.123,0.004,0.004,15705.0,5502.0,1.0
"c_z[North America, 2020-06]",-0.019,0.644,-1.088,1.03,0.006,0.007,13636.0,6689.0,1.0
"c_z[North America, 2020-07]",0.722,0.697,-0.426,1.882,0.006,0.006,13043.0,6239.0,1.0
"c_z[North America, 2020-08]",0.693,0.708,-0.454,1.859,0.006,0.006,13870.0,5769.0,1.0
"c_z[North America, 2020-09]",-0.012,0.673,-1.088,1.108,0.005,0.008,15108.0,6558.0,1.0
"c_z[North America, 2020-10]",-0.57,0.695,-1.716,0.572,0.005,0.006,16577.0,5888.0,1.0
"c_z[North America, 2020-11]",-0.725,0.695,-1.865,0.413,0.005,0.006,17206.0,5707.0,1.0
"c_z[North America, 2020-12]",-0.358,0.712,-1.475,0.852,0.006,0.007,14964.0,6688.0,1.0
"c_z[North America, 2021-01]",-0.465,0.674,-1.497,0.723,0.005,0.006,17021.0,6516.0,1.0
"c_z[North America, 2021-02]",-0.555,0.676,-1.62,0.601,0.005,0.006,16032.0,6256.0,1.0
"c_z[North America, 2021-03]",-0.38,0.819,-1.66,1.027,0.006,0.009,17010.0,5223.0,1.0
"c_z[North America, 2021-04]",-0.344,0.854,-1.77,1.007,0.006,0.009,18330.0,5741.0,1.0
"c_z[North America, 2021-05]",-0.178,0.969,-1.765,1.416,0.007,0.013,19978.0,5484.0,1.0
"c_z[North America, 2021-06]",-0.023,0.993,-1.612,1.608,0.007,0.013,17739.0,5482.0,1.0
"c_z[North America, 2021-07]",-0.09,0.988,-1.721,1.499,0.007,0.013,18883.0,5724.0,1.0
"c_z[North America, 2021-08]",-0.08,1.023,-1.865,1.509,0.007,0.013,19505.0,5850.0,1.0
"c_z[North America, 2021-09]",0.203,0.984,-1.387,1.829,0.008,0.012,16828.0,5894.0,1.0
"c_z[North America, 2021-10]",-0.037,0.995,-1.672,1.597,0.008,0.012,16436.0,5730.0,1.0
"c_z[North America, 2021-11]",-0.001,0.98,-1.602,1.639,0.007,0.013,18557.0,5519.0,1.0
"c_z[North America, 2021-12]",-0.051,1.002,-1.716,1.575,0.007,0.013,18345.0,5555.0,1.0
"c_z[North America, 2022-01]",-0.108,0.952,-1.676,1.435,0.007,0.012,16899.0,5826.0,1.0
"c_z[North America, 2022-02]",-0.197,0.979,-1.729,1.462,0.007,0.013,17880.0,5829.0,1.0
"c_z[North America, 2022-03]",0.106,0.977,-1.482,1.736,0.007,0.012,18247.0,5857.0,1.0
"c_z[North America, 2022-04]",0.164,0.971,-1.449,1.754,0.007,0.013,20937.0,5483.0,1.0
"c_z[North America, 2022-05]",0.22,0.948,-1.321,1.758,0.007,0.012,17426.0,5713.0,1.0
"c_z[North America, 2022-06]",0.194,0.898,-1.209,1.748,0.007,0.011,17869.0,5977.0,1.0
"c_z[North America, 2022-07]",0.097,0.87,-1.347,1.499,0.006,0.011,18321.0,5594.0,1.0
"c_z[North America, 2022-08]",-0.047,0.888,-1.544,1.369,0.006,0.013,19450.0,5483.0,1.0
"c_z[North America, 2022-09]",-0.041,0.95,-1.629,1.459,0.007,0.012,16615.0,5856.0,1.0
"c_z[North America, 2022-10]",-0.206,0.929,-1.792,1.294,0.007,0.012,18594.0,5639.0,1.0
"c_z[North America, 2022-11]",-0.127,0.951,-1.715,1.397,0.007,0.012,18651.0,5684.0,1.0
"c_z[North America, 2022-12]",-0.18,0.931,-1.699,1.374,0.007,0.012,17507.0,5248.0,1.0
"c_z[North America, 2023-01]",-0.005,0.993,-1.6,1.714,0.007,0.014,19904.0,5543.0,1.0
"c_z[North America, 2023-02]",-0.007,0.993,-1.631,1.612,0.008,0.013,17294.0,5432.0,1.0
"c_z[North America, 2023-03]",-0.174,0.884,-1.595,1.296,0.006,0.011,19405.0,6026.0,1.0
"c_z[North America, 2023-04]",0.071,0.918,-1.477,1.535,0.007,0.012,17646.0,5366.0,1.0
"c_z[North America, 2023-05]",0.282,0.862,-1.126,1.701,0.007,0.011,16932.0,5299.0,1.0
"c_z[North America, 2023-06]",0.401,0.849,-1.065,1.73,0.007,0.009,16334.0,5821.0,1.0
"c_z[North America, 2023-07]",0.407,0.766,-0.843,1.65,0.006,0.008,16330.0,5919.0,1.0
"c_z[North America, 2023-08]",0.575,0.832,-0.804,1.925,0.007,0.008,15849.0,6125.0,1.0
"c_z[North America, 2023-09]",0.637,0.924,-0.886,2.145,0.007,0.01,16823.0,5635.0,1.0
"c_z[North America, 2023-10]",0.731,0.881,-0.687,2.194,0.007,0.008,15697.0,5923.0,1.0
"c_z[North America, 2023-11]",0.64,0.909,-0.91,2.055,0.007,0.009,17604.0,6203.0,1.0
"c_z[North America, 2023-12]",0.69,0.92,-0.758,2.243,0.008,0.009,13103.0,5973.0,1.0
"c_z[North China, 2017-01]",-0.001,0.996,-1.62,1.641,0.007,0.013,18042.0,5176.0,1.0
"c_z[North China, 2017-02]",-0.041,1.001,-1.613,1.643,0.008,0.013,17633.0,6032.0,1.0
"c_z[North China, 2017-03]",0.018,1.008,-1.596,1.645,0.008,0.014,16997.0,5275.0,1.0
"c_z[North China, 2017-04]",0.026,0.982,-1.689,1.548,0.008,0.013,17209.0,5864.0,1.0
"c_z[North China, 2017-05]",0.11,0.996,-1.525,1.779,0.007,0.013,19544.0,5241.0,1.0
"c_z[North China, 2017-06]",0.127,0.979,-1.423,1.801,0.007,0.012,19882.0,6173.0,1.0
"c_z[North China, 2017-07]",0.23,0.905,-1.167,1.808,0.007,0.011,15993.0,5911.0,1.0
"c_z[North China, 2017-08]",0.177,0.904,-1.26,1.694,0.007,0.012,17792.0,4907.0,1.0
"c_z[North China, 2017-09]",0.156,0.971,-1.371,1.8,0.007,0.014,17146.0,4964.0,1.0
"c_z[North China, 2017-10]",0.19,0.971,-1.391,1.786,0.007,0.013,17352.0,5004.0,1.0
"c_z[North China, 2017-11]",0.136,0.966,-1.487,1.669,0.007,0.012,18718.0,5907.0,1.0
"c_z[North China, 2017-12]",0.211,0.984,-1.357,1.877,0.007,0.012,19112.0,5941.0,1.0
"c_z[North China, 2018-01]",0.207,0.991,-1.331,1.891,0.008,0.013,16506.0,6177.0,1.0
"c_z[North China, 2018-02]",0.116,0.992,-1.474,1.737,0.007,0.013,18124.0,5554.0,1.0
"c_z[North China, 2018-03]",0.106,0.947,-1.497,1.62,0.007,0.012,18567.0,5768.0,1.0
"c_z[North China, 2018-04]",0.113,0.964,-1.388,1.767,0.007,0.013,17896.0,5785.0,1.0
"c_z[North China, 2018-05]",0.123,0.953,-1.471,1.67,0.007,0.013,18361.0,5288.0,1.0
"c_z[North China, 2018-06]",0.123,0.944,-1.497,1.608,0.007,0.012,19726.0,5701.0,1.0
"c_z[North China, 2018-07]",0.073,0.863,-1.284,1.525,0.006,0.011,18130.0,5526.0,1.0
"c_z[North China, 2018-08]",0.066,0.858,-1.383,1.422,0.007,0.011,16293.0,5949.0,1.0
"c_z[North China, 2018-09]",0.14,0.928,-1.366,1.673,0.007,0.012,17454.0,5973.0,1.0
"c_z[North China, 2018-10]",0.151,0.903,-1.316,1.64,0.007,0.012,19272.0,5708.0,1.0
"c_z[North China, 2018-11]",0.022,0.947,-1.535,1.605,0.007,0.012,18775.0,5694.0,1.0
"c_z[North China, 2018-12]",-0.04,0.934,-1.58,1.482,0.007,0.013,16974.0,4979.0,1.0
"c_z[North China, 2019-01]",-0.101,0.898,-1.574,1.359,0.007,0.013,18087.0,5233.0,1.0
"c_z[North China, 2019-02]",0.102,0.94,-1.46,1.65,0.007,0.012,16122.0,5618.0,1.0
"c_z[North China, 2019-03]",0.186,0.922,-1.317,1.684,0.007,0.012,18297.0,5744.0,1.0
"c_z[North China, 2019-04]",0.137,0.912,-1.306,1.693,0.006,0.012,19588.0,5466.0,1.0
"c_z[North China, 2019-05]",0.087,0.888,-1.355,1.553,0.006,0.012,20193.0,5736.0,1.0
"c_z[North China, 2019-06]",0.021,0.899,-1.45,1.456,0.007,0.012,18253.0,5614.0,1.0
"c_z[North China, 2019-07]",-0.187,0.75,-1.462,1.002,0.006,0.01,17708.0,5470.0,1.0
"c_z[North China, 2019-08]",-0.236,0.768,-1.422,1.045,0.006,0.01,14821.0,5298.0,1.0
"c_z[North China, 2019-09]",-0.104,0.856,-1.529,1.236,0.006,0.011,18746.0,5515.0,1.0
"c_z[North China, 2019-10]",-0.179,0.834,-1.531,1.196,0.006,0.01,18038.0,5816.0,1.0
"c_z[North China, 2019-11]",-0.16,0.906,-1.683,1.267,0.006,0.012,19569.0,5327.0,1.0
"c_z[North China, 2019-12]",-0.399,0.919,-1.899,1.107,0.007,0.011,19780.0,5578.0,1.0
"c_z[North China, 2020-01]",-0.587,0.865,-1.988,0.821,0.007,0.008,17605.0,6057.0,1.0
"c_z[North China, 2020-02]",-0.327,0.684,-1.472,0.772,0.005,0.008,16740.0,6206.0,1.0
"c_z[North China, 2020-03]",-0.482,0.697,-1.635,0.648,0.005,0.007,20873.0,6245.0,1.0
"c_z[North China, 2020-04]",-0.72,0.624,-1.792,0.275,0.005,0.005,15682.0,6237.0,1.0
"c_z[North China, 2020-05]",-0.603,0.737,-1.781,0.643,0.005,0.007,19204.0,5324.0,1.0
"c_z[North China, 2020-06]",-0.53,0.794,-1.806,0.835,0.006,0.008,18860.0,5526.0,1.0
"c_z[North China, 2020-07]",-0.256,0.942,-1.78,1.282,0.007,0.011,19784.0,5732.0,1.0
"c_z[North China, 2020-08]",-0.042,0.992,-1.667,1.587,0.007,0.013,19000.0,4907.0,1.0
"c_z[North China, 2020-09]",0.018,1.0,-1.706,1.584,0.008,0.013,17829.0,5890.0,1.0
"c_z[North China, 2020-10]",0.042,0.998,-1.52,1.765,0.007,0.014,20471.0,5357.0,1.0
"c_z[North China, 2020-11]",-0.162,1.01,-1.842,1.483,0.007,0.014,19823.0,5465.0,1.0
